,Frame,Tumo,Games
1338,50671,31,25
1339,50694,32,25
1340,50715,33,25
1341,50734,34,25
1342,50753,35,25
1343,50796,36,25
1344,50825,37,25
1345,50840,38,25
1346,50897,39,25
1347,50933,40,25
1348,51131,41,25
1349,51189,42,25
1350,51212,43,25
1351,51240,44,25
1352,51265,45,25
1353,51298,46,25
1354,51318,47,25
1355,51336,48,25
1356,51353,49,25
1357,51374,50,25
1358,51393,51,25
1359,51411,52,25
1360,51429,53,25
1361,51670,54,25
1362,51755,1,26
1363,51781,2,26
1364,51805,3,26
1365,51830,4,26
1366,51854,5,26
1367,51881,6,26
1368,51903,7,26
1369,52033,8,26
1370,52060,9,26
1371,52085,10,26
1372,52111,11,26
1373,52134,12,26
1374,52155,13,26
1375,52179,14,26
1376,52207,15,26
1377,52229,16,26
1378,52254,17,26
1379,52288,18,26
1380,52381,19,26
1381,52402,20,26
1382,52436,21,26
1383,52471,22,26
1384,52607,23,26
1385,52634,24,26
1386,52658,25,26
1387,52683,26,26
1388,52709,27,26
1389,52733,28,26
1390,52756,29,26
1391,52778,30,26
1392,52800,31,26
1393,52825,32,26
1394,52846,33,26
1395,52867,34,26
1396,52917,35,26
1397,53092,36,26
1398,53119,37,26
1399,53144,38,26
1400,53169,39,26
1401,53378,40,26
1402,53462,1,27
1403,53489,2,27
1404,53515,3,27
1405,53539,4,27
1406,53564,5,27
1407,53590,6,27
1408,53618,7,27
1409,53654,8,27
1410,53676,9,27
1411,53702,10,27
1412,53726,11,27
1413,53756,12,27
1414,53778,13,27
1415,53799,14,27
1416,53829,15,27
1417,53857,16,27
1418,53875,17,27
1419,53899,18,27
1420,53922,19,27
1421,53947,20,27
1422,53967,21,27
1423,54002,22,27
1424,54023,23,27
1425,54041,24,27
1426,54076,25,27
1427,54110,26,27
1428,54131,27,27
1429,54155,28,27
1430,54186,29,27
1431,54206,30,27
1432,54321,31,27
1433,54334,32,27
1434,54406,33,27
1435,54428,34,27
1436,54456,35,27
1437,54484,36,27
1438,54503,37,27
1439,54552,38,27
1440,54567,39,27
1441,54585,40,27
1442,54608,41,27
1443,54630,42,27
1444,54654,43,27
1445,54681,44,27
1446,55026,45,27
1447,55292,46,27
1448,55377,1,28
1449,55403,2,28
1450,55427,3,28
1451,55452,4,28
1452,55478,5,28
1453,55503,6,28
1454,55528,7,28
1455,55551,8,28
1456,55578,9,28
1457,55600,10,28
1458,55624,11,28
1459,55650,12,28
1460,55673,13,28
1461,55697,14,28
1462,55719,15,28
1463,55738,16,28
1464,55833,17,28
1465,56062,18,28
1466,56088,19,28
1467,56288,20,28
1468,56373,1,29
1469,56399,2,29
1470,56424,3,29
1471,56449,4,29
1472,56474,5,29
1473,56496,6,29
1474,56518,7,29
1475,56540,8,29
1476,56561,9,29
1477,56580,10,29
1478,56602,11,29
1479,56628,12,29
1480,56652,13,29
1481,56678,14,29
1482,56705,15,29
1483,56726,16,29
1484,56751,17,29
1485,56773,18,29
1486,56792,19,29
1487,56811,20,29
1488,56836,21,29
1489,56859,22,29
1490,56880,23,29
1491,56903,24,29
1492,56922,25,29
1493,56957,26,29
1494,56993,27,29
1495,57011,28,29
1496,57042,29,29
1497,57064,30,29
1498,57100,31,29
1499,57117,32,29
1500,57211,33,29
1501,57230,34,29
1502,57259,35,29
1503,57277,36,29
1504,57306,37,29
1505,57345,38,29
1506,57389,39,29
1507,57434,40,29
1508,57496,41,29
1509,57516,42,29
1510,57529,43,29
1511,58102,44,29
1512,58128,45,29
1513,58152,46,29
1514,58176,47,29
1515,58198,48,29
1516,58224,49,29
1517,58250,50,29
1518,58274,51,29
1519,58297,52,29
1520,58317,53,29
1521,58509,54,29
1522,58594,1,30
1523,58620,2,30
1524,58644,3,30
1525,58670,4,30
1526,58697,5,30
1527,58723,6,30
1528,58748,7,30
1529,58772,8,30
1530,58795,9,30
1531,58819,10,30
1532,58842,11,30
1533,58864,12,30
1534,58884,13,30
1535,58907,14,30
1536,58928,15,30
1537,58948,16,30
1538,58972,17,30
1539,58990,18,30
1540,59010,19,30
1541,59028,20,30
1542,59060,21,30
1543,59085,22,30
1544,59106,23,30
1545,59125,24,30
1546,59159,25,30
1547,59177,26,30
1548,59194,27,30
1549,59240,28,30
1550,59262,29,30
1551,59295,30,30
1552,59315,31,30
1553,59333,32,30
1554,59365,33,30
1555,59907,34,30
1556,59933,35,30
1557,59959,36,30
1558,59983,37,30
1559,60010,38,30
1560,60031,39,30
1561,60066,40,30
1562,60086,41,30
1563,60108,42,30
1564,60130,43,30
1565,60148,44,30
1566,60168,45,30
1567,60192,46,30
1568,60211,47,30
1569,60229,48,30
1570,60251,49,30
1571,60298,50,30
1572,60344,51,30
1573,60369,52,30
1574,60565,53,30
1575,60649,1,31
1576,60675,2,31
1577,60702,3,31
1578,60729,4,31
1579,60754,5,31
1580,60776,6,31
1581,60801,7,31
1582,60933,8,31
1583,60958,9,31
1584,60985,10,31
1585,61011,11,31
1586,61035,12,31
1587,61060,13,31
1588,61083,14,31
1589,61108,15,31
1590,61129,16,31
1591,61153,17,31
1592,61190,18,31
1593,61288,19,31
1594,61315,20,31
1595,61334,21,31
1596,61358,22,31
1597,61391,23,31
1598,61413,24,31
1599,61436,25,31
1600,61468,26,31
1601,61488,27,31
1602,61522,28,31
1603,61544,29,31
1604,61576,30,31
1605,61594,31,31
1606,61611,32,31
1607,61630,33,31
1608,61652,34,31
1609,61668,35,31
1610,61685,36,31
1611,61708,37,31
1612,61853,38,31
1613,61867,39,31
1614,61888,40,31
1615,61917,41,31
1616,61936,42,31
1617,61956,43,31
1618,61976,44,31
1619,62004,45,31
1620,62071,46,31
1621,62125,47,31
1622,62150,48,31
1623,62182,49,31
1624,62211,50,31
1625,62542,51,31
1626,62654,52,31
1627,62678,53,31
1628,62709,54,31
1629,62733,55,31
1630,62755,56,31
1631,62776,57,31
1632,62796,58,31
1633,62814,59,31
1634,62894,60,31
1635,63123,61,31
1636,63207,1,32
1637,63233,2,32
1638,63258,3,32
1639,63285,4,32
1640,63310,5,32
1641,63335,6,32
1642,63358,7,32
1643,63393,8,32
1644,63417,9,32
1645,63438,10,32
1646,63459,11,32
1647,63482,12,32
1648,63508,13,32
1649,63545,14,32
1650,63569,15,32
1651,63592,16,32
1652,63623,17,32
1653,63655,18,32
1654,63682,19,32
1655,63704,20,32
1656,63735,21,32
1657,63754,22,32
1658,63775,23,32
1659,63803,24,32
1660,63822,25,32
1661,63850,26,32
1662,63868,27,32
1663,63885,28,32
1664,63903,29,32
1665,63929,30,32
1666,63961,31,32
1667,63979,32,32
1668,64147,33,32
1669,64271,34,32
1670,64312,35,32
1671,64380,36,32
1672,64432,37,32
1673,64475,38,32
1674,64517,39,32
1675,64533,40,32
1676,64557,41,32
1677,64625,42,32
1678,64885,43,32
1679,64971,1,33
1680,64996,2,33
1681,65022,3,33
1682,65048,4,33
1683,65075,5,33
1684,65099,6,33
1685,65126,7,33
1686,65150,8,33
1687,65174,9,33
1688,65198,10,33
1689,65221,11,33
1690,65243,12,33
1691,65265,13,33
1692,65286,14,33
1693,65311,15,33
1694,65332,16,33
1695,65352,17,33
1696,65375,18,33
1697,65393,19,33
1698,65414,20,33
1699,65435,21,33
1700,65452,22,33
1701,65474,23,33
1702,65495,24,33
1703,65524,25,33
1704,65543,26,33
1705,65572,27,33
1706,65592,28,33
1707,65608,29,33
1708,65626,30,33
1709,65643,31,33
1710,65661,32,33
1711,65677,33,33
1712,65696,34,33
1713,65716,35,33
1714,65742,36,33
1715,65763,37,33
1716,65889,38,33
1717,66116,39,33
1718,66140,40,33
1719,66165,41,33
1720,66186,42,33
1721,66206,43,33
1722,66225,44,33
1723,66248,45,33
1724,66273,46,33
1725,66294,47,33
1726,66333,48,33
1727,66353,49,33
1728,66373,50,33
1729,66395,51,33
1730,66414,52,33
1731,66747,1,34
1732,66773,2,34
1733,66798,3,34
1734,66823,4,34
1735,66846,5,34
1736,66873,6,34
1737,66897,7,34
1738,66932,8,34
1739,66959,9,34
1740,66981,10,34
1741,67001,11,34
1742,67026,12,34
1743,67044,13,34
1744,67071,14,34
1745,67094,15,34
1746,67116,16,34
1747,67140,17,34
1748,67161,18,34
1749,67182,19,34
1750,67203,20,34
1751,67222,21,34
1752,67254,22,34
1753,67289,23,34
1754,67310,24,34
1755,67329,25,34
1756,67350,26,34
1757,67377,27,34
1758,67394,28,34
1759,67411,29,34
1760,67430,30,34
1761,67448,31,34
1762,67532,32,34
1763,67548,33,34
1764,67564,34,34
1765,68036,35,34
1766,68062,36,34
1767,68088,37,34
1768,68269,38,34
1769,68354,1,35
1770,68380,2,35
1771,68406,3,35
1772,68433,4,35
1773,68459,5,35
1774,68484,6,35
1775,68509,7,35
1776,68532,8,35
1777,68569,9,35
1778,68594,10,35
1779,68617,11,35
1780,68641,12,35
1781,68664,13,35
1782,68699,14,35
1783,68722,15,35
1784,68743,16,35
1785,68765,17,35
1786,68785,18,35
1787,68828,19,35
1788,68861,20,35
1789,68883,21,35
1790,68903,22,35
1791,68922,23,35
1792,68945,24,35
1793,68965,25,35
1794,68984,26,35
1795,69002,27,35
1796,69020,28,35
1797,69038,29,35
1798,69072,30,35
1799,69098,31,35
1800,69117,32,35
1801,69217,33,35
1802,69235,34,35
1803,69254,35,35
1804,69285,36,35
1805,69303,37,35
1806,69349,38,35
1807,69375,39,35
1808,69403,40,35
1809,70026,41,35
1810,70076,42,35
1811,70268,43,35
1812,70365,1,36
1813,70392,2,36
1814,70418,3,36
1815,70445,4,36
1816,70473,5,36
1817,70499,6,36
1818,70522,7,36
1819,70548,8,36
1820,70573,9,36
1821,70598,10,36
1822,70622,11,36
1823,70646,12,36
1824,70668,13,36
1825,70690,14,36
1826,70712,15,36
1827,70734,16,36
1828,70755,17,36
1829,70778,18,36
1830,70797,19,36
1831,70816,20,36
1832,70836,21,36
1833,70857,22,36
1834,70875,23,36
1835,70894,24,36
1836,70913,25,36
1837,70930,26,36
1838,70948,27,36
1839,70964,28,36
1840,70980,29,36
1841,70997,30,36
1842,71017,31,36
1843,71036,32,36
1844,71162,33,36
1845,71342,34,36
1846,71364,35,36
1847,71468,36,36
1848,71491,37,36
1849,71724,38,36
1850,71906,39,36
1851,71990,1,37
1852,72017,2,37
1853,72041,3,37
1854,72064,4,37
1855,72098,5,37
1856,72126,6,37
1857,72162,7,37
1858,72187,8,37
1859,72212,9,37
1860,72237,10,37
1861,72260,11,37
1862,72284,12,37
1863,72308,13,37
1864,72343,14,37
1865,72375,15,37
1866,72394,16,37
1867,72416,17,37
1868,72436,18,37
1869,72455,19,37
1870,72476,20,37
1871,72501,21,37
1872,72521,22,37
1873,72546,23,37
1874,72564,24,37
1875,72611,25,37
1876,72634,26,37
1877,72651,27,37
1878,72673,28,37
1879,72694,29,37
1880,72727,30,37
1881,72755,31,37
1882,72937,32,37
1883,72961,33,37
1884,72983,34,37
1885,73004,35,37
1886,73024,36,37
1887,73211,37,37
1888,73295,1,38
1889,73321,2,38
1890,73345,3,38
1891,73371,4,38
1892,73396,5,38
1893,73420,6,38
1894,73442,7,38
1895,73466,8,38
1896,73489,9,38
1897,73512,10,38
1898,73538,11,38
1899,73560,12,38
1900,73582,13,38
1901,73602,14,38
1902,73622,15,38
1903,73641,16,38
1904,73662,17,38
1905,73681,18,38
1906,73708,19,38
1907,73732,20,38
1908,73755,21,38
1909,73778,22,38
1910,73795,23,38
1911,73818,24,38
1912,73834,25,38
1913,73854,26,38
1914,73872,27,38
1915,73890,28,38
1916,73911,29,38
1917,73930,30,38
1918,73974,31,38
1919,74020,32,38
1920,74054,33,38
1921,74169,34,38
1922,74392,35,38
1923,74612,36,38
1924,74640,37,38
1925,74667,38,38
1926,74693,39,38
1927,74718,40,38
1928,74742,41,38
1929,74767,42,38
1930,74791,43,38
1931,74814,44,38
1932,74836,45,38
1933,74858,46,38
1934,74881,47,38
1935,74902,48,38
1936,74924,49,38
1937,74944,50,38
1938,74964,51,38
1939,74998,52,38
1940,75021,53,38
1941,75062,54,38
1942,75252,55,38
1943,75335,1,39
1944,75361,2,39
1945,75387,3,39
1946,75415,4,39
1947,75440,5,39
1948,75464,6,39
1949,75489,7,39
1950,75513,8,39
1951,75536,9,39
1952,75557,10,39
1953,75583,11,39
1954,75610,12,39
1955,75634,13,39
1956,75657,14,39
1957,75679,15,39
1958,75700,16,39
1959,75722,17,39
1960,75757,18,39
1961,75780,19,39
1962,75801,20,39
1963,75821,21,39
1964,75839,22,39
1965,75858,23,39
1966,75878,24,39
1967,75898,25,39
1968,75917,26,39
1969,75934,27,39
1970,75963,28,39
1971,75981,29,39
1972,75998,30,39
1973,76056,31,39
1974,76075,32,39
1975,76187,33,39
1976,76205,34,39
1977,76228,35,39
1978,76247,36,39
1979,76268,37,39
1980,76282,38,39
1981,76424,39,39
1982,76573,40,39
1983,76832,41,39
1984,76858,42,39
1985,77057,43,39
1986,77142,1,40
1987,77170,2,40
1988,77195,3,40
1989,77220,4,40
1990,77246,5,40
1991,77273,6,40
1992,77298,7,40
1993,77324,8,40
1994,77349,9,40
1995,77371,10,40
1996,77396,11,40
1997,77418,12,40
1998,77442,13,40
1999,77464,14,40
2000,77485,15,40
2001,77506,16,40
2002,77525,17,40
2003,77545,18,40
2004,77567,19,40
2005,77588,20,40
2006,77607,21,40
2007,77625,22,40
2008,77642,23,40
2009,77659,24,40
2010,77690,25,40
2011,77713,26,40
2012,77734,27,40
2013,77753,28,40
2014,77786,29,40
2015,77819,30,40
2016,77846,31,40
2017,77899,32,40
2018,77927,33,40
2019,78147,34,40
2020,78159,35,40
2021,78172,36,40
2022,78194,37,40
2023,78213,38,40
2024,78239,39,40
2025,78256,40,40
2026,78279,41,40
2027,78308,42,40
2028,78326,43,40
2029,78345,44,40
2030,78364,45,40
2031,78391,46,40
2032,78408,47,40
2033,78467,48,40
2034,78484,49,40
2035,78734,50,40
2036,78819,1,41
2037,78845,2,41
2038,78871,3,41
2039,78895,4,41
2040,78922,5,41
2041,78948,6,41
2042,78974,7,41
2043,78999,8,41
2044,79033,9,41
2045,79057,10,41
2046,79079,11,41
2047,79100,12,41
2048,79120,13,41
2049,79141,14,41
2050,79164,15,41
2051,79188,16,41
2052,79211,17,41
2053,79236,18,41
2054,79255,19,41
2055,79291,20,41
2056,79310,21,41
2057,79328,22,41
2058,79362,23,41
2059,79391,24,41
2060,79411,25,41
2061,79428,26,41
2062,79445,27,41
2063,79477,28,41
2064,79497,29,41
2065,79518,30,41
2066,79535,31,41
2067,79565,32,41
2068,79591,33,41
2069,79612,34,41
2070,79747,35,41
2071,79766,36,41
2072,79783,37,41
2073,79830,38,41
2074,79858,39,41
2075,79885,40,41
2076,79920,41,41
2077,80023,42,41
2078,80043,43,41
2079,80061,44,41
2080,80091,45,41
2081,80112,46,41
2082,80142,47,41
2083,80166,48,41
2084,80208,49,41
2085,80232,50,41
2086,80288,51,41
2087,80839,52,41
2088,81071,53,41
2089,81155,1,42
2090,81183,2,42
2091,81207,3,42
2092,81232,4,42
2093,81256,5,42
2094,81279,6,42
2095,81301,7,42
2096,81329,8,42
2097,81350,9,42
2098,81375,10,42
2099,81398,11,42
2100,81420,12,42
2101,81440,13,42
2102,81461,14,42
2103,81482,15,42
2104,81509,16,42
2105,81535,17,42
2106,81560,18,42
2107,81584,19,42
2108,81618,20,42
2109,81640,21,42
2110,81659,22,42
2111,81681,23,42
2112,81712,24,42
2113,81732,25,42
2114,81750,26,42
2115,81768,27,42
2116,81786,28,42
2117,81816,29,42
2118,81832,30,42
2119,81849,31,42
2120,81864,32,42
2121,82103,33,42
2122,82187,1,43
2123,82214,2,43
2124,82238,3,43
2125,82271,4,43
2126,82298,5,43
2127,82327,6,43
2128,82360,7,43
2129,82386,8,43
2130,82411,9,43
2131,82435,10,43
2132,82458,11,43
2133,82479,12,43
2134,82503,13,43
2135,82527,14,43
2136,82548,15,43
2137,82571,16,43
2138,82600,17,43
2139,82620,18,43
2140,82643,19,43
2141,82666,20,43
2142,82688,21,43
2143,82707,22,43
2144,82725,23,43
2145,82743,24,43
2146,82763,25,43
2147,82781,26,43
2148,82824,27,43
2149,82845,28,43
2150,82864,29,43
2151,82887,30,43
2152,82904,31,43
2153,83002,32,43
2154,83020,33,43
2155,83074,34,43
2156,83157,35,43
2157,83186,36,43
2158,83235,37,43
2159,83418,38,43
2160,83435,39,43
2161,83638,40,43
2162,83722,1,44
2163,83750,2,44
2164,83775,3,44
2165,83798,4,44
2166,83821,5,44
2167,83845,6,44
2168,83872,7,44
2169,83895,8,44
2170,83915,9,44
2171,83942,10,44
2172,83978,11,44
2173,84014,12,44
2174,84038,13,44
2175,84061,14,44
2176,84083,15,44
2177,84103,16,44
2178,84126,17,44
2179,84147,18,44
2180,84165,19,44
2181,84182,20,44
2182,84203,21,44
2183,84239,22,44
2184,84257,23,44
2185,84273,24,44
2186,84290,25,44
2187,84314,26,44
2188,84438,27,44
2189,84460,28,44
2190,84478,29,44
2191,84497,30,44
2192,84729,31,44
2193,84868,32,44
2194,84892,33,44
2195,84915,34,44
2196,84941,35,44
2197,84963,36,44
2198,85000,37,44
2199,85023,38,44
2200,85044,39,44
2201,85078,40,44
2202,85107,41,44
2203,85126,42,44
2204,85150,43,44
2205,85396,44,44
2206,85484,1,45
2207,85510,2,45
2208,85535,3,45
2209,85561,4,45
2210,85652,5,45
2211,85678,6,45
2212,85705,7,45
2213,85731,8,45
2214,85755,9,45
2215,85780,10,45
2216,85805,11,45
2217,85829,12,45
2218,85962,13,45
2219,85989,14,45
2220,86015,15,45
2221,86039,16,45
2222,86104,17,45
2223,86126,18,45
2224,86152,19,45
2225,86176,20,45
2226,86364,21,45
2227,86450,1,46
2228,86476,2,46
2229,86502,3,46
2230,86537,4,46
2231,86563,5,46
2232,86597,6,46
2233,86621,7,46
2234,86644,8,46
2235,86667,9,46
2236,86694,10,46
2237,86721,11,46
2238,86742,12,46
2239,86765,13,46
2240,86791,14,46
2241,86812,15,46
2242,86845,16,46
2243,86869,17,46
2244,86889,18,46
2245,86909,19,46
2246,86928,20,46
2247,86948,21,46
2248,86965,22,46
2249,86989,23,46
2250,87032,24,46
2251,87054,25,46
2252,87073,26,46
2253,87090,27,46
2254,87107,28,46
2255,87126,29,46
2256,87143,30,46
2257,87160,31,46
2258,87176,32,46
2259,87251,33,46
2260,87268,34,46
2261,87287,35,46
2262,87311,36,46
2263,87537,37,46
2264,87841,38,46
2265,87867,39,46
2266,87891,40,46
2267,88074,41,46
2268,88162,1,47
2269,88188,2,47
2270,88213,3,47
2271,88239,4,47
2272,88263,5,47
2273,88288,6,47
2274,88316,7,47
2275,88337,8,47
2276,88374,9,47
2277,88398,10,47
2278,88425,11,47
2279,88449,12,47
2280,88472,13,47
2281,88497,14,47
2282,88519,15,47
2283,88539,16,47
2284,88564,17,47
2285,88585,18,47
2286,88609,19,47
2287,88630,20,47
2288,88650,21,47
2289,88671,22,47
2290,88700,23,47
2291,88718,24,47
2292,88736,25,47
2293,88766,26,47
2294,88785,27,47
2295,88812,28,47
2296,88829,29,47
2297,88873,30,47
2298,88890,31,47
2299,89000,32,47
2300,89019,33,47
2301,89037,34,47
2302,89250,35,47
2303,89308,36,47
2304,89330,37,47
2305,89353,38,47
2306,89374,39,47
2307,89396,40,47
2308,89417,41,47
2309,89438,42,47
2310,89469,43,47
2311,89490,44,47
2312,89508,45,47
2313,89525,46,47
2314,89544,47,47
2315,89564,48,47
2316,89860,49,47
2317,89958,50,47
2318,89984,51,47
2319,90033,52,47
2320,90069,53,47
2321,90093,54,47
2322,90116,55,47
2323,90140,56,47
2324,90161,57,47
2325,90181,58,47
2326,90207,59,47
2327,90226,60,47
2328,90265,61,47
2329,90293,62,47
2330,90319,63,47
2331,90520,64,47
2332,90620,1,48
2333,90645,2,48
2334,90670,3,48
2335,90695,4,48
2336,90722,5,48
2337,90747,6,48
2338,90772,7,48
2339,90794,8,48
2340,90818,9,48
2341,90841,10,48
2342,90864,11,48
2343,90898,12,48
2344,90925,13,48
2345,90949,14,48
2346,90980,15,48
2347,91003,16,48
2348,91022,17,48
2349,91046,18,48
2350,91080,19,48
2351,91109,20,48
2352,91142,21,48
2353,91163,22,48
2354,91182,23,48
2355,91203,24,48
2356,91221,25,48
2357,91282,26,48
2358,91301,27,48
2359,91318,28,48
2360,91351,29,48
2361,91381,30,48
2362,91451,31,48
2363,91472,32,48
2364,91493,33,48
2365,91526,34,48
2366,91629,35,48
2367,91641,36,48
2368,91659,37,48
2369,91675,38,48
2370,91859,39,48
2371,91905,40,48
2372,91924,41,48
2373,91982,42,48
2374,92010,43,48
2375,92029,44,48
2376,92047,45,48
2377,92067,46,48
2378,92084,47,48
2379,92102,48,48
2380,92123,49,48
2381,92152,50,48
2382,92294,51,48
2383,92311,52,48
2384,92330,53,48
2385,92349,54,48
2386,92376,55,48
2387,92393,56,48
2388,92405,57,48
2389,92493,58,48
2390,92638,59,48
2391,92664,60,48
2392,92684,61,48
2393,92708,62,48
2394,92727,63,48
2395,93003,64,48
2396,93102,1,49
2397,93130,2,49
2398,93154,3,49
2399,93177,4,49
2400,93201,5,49
2401,93226,6,49
2402,93252,7,49
2403,93275,8,49
2404,93297,9,49
2405,93324,10,49
2406,93346,11,49
2407,93367,12,49
2408,93387,13,49
2409,93412,14,49
2410,93434,15,49
2411,93454,16,49
2412,93475,17,49
2413,93493,18,49
2414,93529,19,49
2415,93552,20,49
2416,93570,21,49
2417,93587,22,49
2418,93610,23,49
2419,93632,24,49
2420,93663,25,49
2421,93694,26,49
2422,93715,27,49
2423,93746,28,49
2424,93846,29,49
2425,93865,30,49
2426,93885,31,49
2427,93903,32,49
2428,93920,33,49
2429,94133,34,49
2430,94404,35,49
2431,94430,36,49
2432,94456,37,49
2433,94481,38,49
2434,94683,39,49
2435,94783,1,50
2436,94808,2,50
2437,94833,3,50
2438,94859,4,50
2439,94883,5,50
2440,94911,6,50
2441,94935,7,50
2442,94963,8,50
2443,94985,9,50
2444,95010,10,50
2445,95030,11,50
2446,95055,12,50
2447,95077,13,50
2448,95102,14,50
2449,95125,15,50
2450,95148,16,50
2451,95169,17,50
2452,95189,18,50
2453,95222,19,50
2454,95245,20,50
2455,95265,21,50
2456,95285,22,50
2457,95303,23,50
2458,95324,24,50
2459,95342,25,50
2460,95364,26,50
2461,95382,27,50
2462,95399,28,50
2463,95415,29,50
2464,95432,30,50
2465,95448,31,50
2466,95530,32,50
2467,95545,33,50
2468,95660,34,50
2469,95685,35,50
2470,95706,36,50
2471,95723,37,50
2472,95742,38,50
2473,95759,39,50
2474,95778,40,50
2475,95797,41,50
2476,95812,42,50
2477,95828,43,50
2478,95995,44,50
2479,96038,45,50
2480,96071,46,50
2481,96094,47,50
2482,96112,48,50
2483,96145,49,50
2484,96162,50,50
2485,96182,51,50
2486,96517,52,50
2487,96573,53,50
2488,96597,54,50
2489,96623,55,50
2490,96647,56,50
2491,96671,57,50
2492,96693,58,50
2493,96882,59,50
2494,96966,1,51
2495,96996,2,51
2496,97020,3,51
2497,97044,4,51
2498,97069,5,51
2499,97092,6,51
2500,97185,7,51
2501,97239,8,51
2502,97265,9,51
2503,97292,10,51
2504,97316,11,51
2505,97339,12,51
2506,97363,13,51
2507,97385,14,51
2508,97420,15,51
2509,97443,16,51
2510,97482,17,51
2511,97530,18,51
2512,97557,19,51
2513,97590,20,51
2514,97610,21,51
2515,97630,22,51
2516,97648,23,51
2517,97707,24,51
2518,97725,25,51
2519,97789,26,51
2520,97810,27,51
2521,97828,28,51
2522,97846,29,51
2523,97884,30,51
2524,97919,31,51
2525,97937,32,51
2526,98289,33,51
2527,98314,34,51
2528,98336,35,51
2529,98359,36,51
2530,98383,37,51
2531,98404,38,51
2532,98425,39,51
2533,98457,40,51
2534,98476,41,51
2535,98508,42,51
2536,98528,43,51
2537,98548,44,51
2538,98565,45,51
2539,98583,46,51
2540,98600,47,51
2541,98631,48,51
2542,98647,49,51
2543,98830,50,51
2544,98916,1,52
2545,98943,2,52
2546,98969,3,52
2547,98997,4,52
2548,99023,5,52
2549,99048,6,52
2550,99074,7,52
2551,99098,8,52
2552,99122,9,52
2553,99144,10,52
2554,99169,11,52
2555,99191,12,52
2556,99228,13,52
2557,99248,14,52
2558,99266,15,52
2559,99288,16,52
2560,99312,17,52
2561,99330,18,52
2562,99352,19,52
2563,99376,20,52
2564,99464,21,52
2565,99486,22,52
2566,99752,23,52
2567,99775,24,52
2568,99800,25,52
2569,99834,26,52
2570,99858,27,52
